drug1,drug2,drug3,n_total,n_ae,n_no_ae,ae_prop,p_value,p_adj,significant,drug1_name,drug2_name,drug3_name
A07A,C09A,N02A,308,13,295,0.0422077922077922,0.0064684499705115,0.0345857566091966,True,INTESTINAL ANTIINFECTIVES,"ACE INHIBITORS, PLAIN",OPIOIDS
A05A,N02A,N02B,233,13,220,0.055793991416309,0.00013382173842,0.0014625839507978,True,BILE THERAPY,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
C01C,N02A,R06A,302,13,289,0.043046357615894,0.0051365816781522,0.0286760903380934,True,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,OPIOIDS,ANTIHISTAMINES FOR SYSTEMIC USE
N02A,N05B,P03A,207,13,194,0.0628019323671497,1.6675034799711353e-05,0.000242704215299,True,OPIOIDS,ANXIOLYTICS,"ECTOPARASITICIDES, INCL. SCABICIDES"
N02A,N04B,N07B,306,13,293,0.0424836601307189,0.0059969932890857,0.0325450145409234,True,OPIOIDS,DOPAMINERGIC AGENTS,DRUGS USED IN ADDICTIVE DISORDERS
D06B,H02A,N02A,285,12,273,0.0421052631578947,0.0095789906945103,0.0473851472451129,True,CHEMOTHERAPEUTICS FOR TOPICAL USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
A04A,D06B,N02A,214,12,202,0.0560747663551401,0.0002426958148768,0.0023844273105563,True,ANTIEMETICS AND ANTINAUSEANTS,CHEMOTHERAPEUTICS FOR TOPICAL USE,OPIOIDS
B03B,J02A,N02A,267,12,255,0.0449438202247191,0.0046410425046148,0.026417666601611,True,VITAMIN B12 AND FOLIC ACID,ANTIMYCOTICS FOR SYSTEMIC USE,OPIOIDS
C03E,N02A,N05A,244,12,232,0.0491803278688524,0.0015364417456737,0.0108791141646701,True,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,OPIOIDS,ANTIPSYCHOTICS
N02A,N06A,P03A,260,12,248,0.0461538461538461,0.0033935466664536,0.0207970043248947,True,OPIOIDS,ANTIDEPRESSANTS,"ECTOPARASITICIDES, INCL. SCABICIDES"
D07A,L02B,N02A,228,12,216,0.0526315789473684,0.0006137487755539,0.0051839633525464,True,"CORTICOSTEROIDS, PLAIN",HORMONE ANTAGONISTS AND RELATED AGENTS,OPIOIDS
A04A,C01C,N02A,237,12,225,0.050632911392405,0.0010459335367195,0.0079674419518912,True,ANTIEMETICS AND ANTINAUSEANTS,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,OPIOIDS
A09A,N02A,R06A,262,12,250,0.0458015267175572,0.0037182986663108,0.0222971661959423,True,"DIGESTIVES, INCL. ENZYMES",OPIOIDS,ANTIHISTAMINES FOR SYSTEMIC USE
A07A,J01E,N02A,210,12,198,0.0571428571428571,0.0001816100413621,0.0018651371629702,True,INTESTINAL ANTIINFECTIVES,SULFONAMIDES AND TRIMETHOPRIM,OPIOIDS
D10A,H02A,N02A,262,12,250,0.0458015267175572,0.0037182986663108,0.0222971661959423,True,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
A02A,A04A,N02A,247,12,235,0.048582995951417,0.0017983135950755,0.0123572833031258,True,ANTACIDS,ANTIEMETICS AND ANTINAUSEANTS,OPIOIDS
G03A,J01M,N02A,262,12,250,0.0458015267175572,0.0037182986663108,0.0222971661959423,True,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,QUINOLONE ANTIBACTERIALS,OPIOIDS
A03A,L04A,N02A,256,12,244,0.046875,0.0028129328772443,0.0178906583236982,True,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,IMMUNOSUPPRESSANTS,OPIOIDS
A03B,N02A,N05B,263,12,251,0.0456273764258555,0.0038898455216751,0.023103589208335,True,"BELLADONNA AND DERIVATIVES, PLAIN",OPIOIDS,ANXIOLYTICS
L02B,N02A,N05A,225,12,213,0.0533333333333333,0.0005084741102096,0.0044508811828013,True,HORMONE ANTAGONISTS AND RELATED AGENTS,OPIOIDS,ANTIPSYCHOTICS
C03D,N01B,N02A,258,12,246,0.0465116279069767,0.0030921769531084,0.0193473321494759,True,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,"ANESTHETICS, LOCAL",OPIOIDS
A11D,N02A,N06A,249,11,238,0.0441767068273092,0.0085334823814922,0.0431553043381585,True,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",OPIOIDS,ANTIDEPRESSANTS
A02B,D11A,N02A,209,11,198,0.0526315789473684,0.0011195446822934,0.0084252098391912,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),OTHER DERMATOLOGICAL PREPARATIONS,OPIOIDS
A10B,N02A,N04A,204,11,193,0.0539215686274509,0.0008158172690287,0.0065068873034465,True,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",OPIOIDS,ANTICHOLINERGIC AGENTS
D03B,N02A,N02B,212,11,201,0.0518867924528301,0.0013430860133325,0.0097608637841366,True,ENZYMES,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
C02A,J01A,N02A,208,11,197,0.0528846153846153,0.0010522778611094,0.0080042614618207,True,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",TETRACYCLINES,OPIOIDS
B01A,N02A,P01A,250,11,239,0.044,0.0088948238932818,0.0446257357827718,True,ANTITHROMBOTIC AGENTS,OPIOIDS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES
A07A,A11C,N02A,200,10,190,0.05,0.0036632671378231,0.0220921904339064,True,INTESTINAL ANTIINFECTIVES,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",OPIOIDS
B05X,D06B,N02A,219,10,209,0.045662100456621,0.0094053938421707,0.0467117661830988,True,I.V. SOLUTION ADDITIVES,CHEMOTHERAPEUTICS FOR TOPICAL USE,OPIOIDS
A09A,B01A,N02A,211,10,201,0.0473933649289099,0.0064709571987289,0.0345857566091966,True,"DIGESTIVES, INCL. ENZYMES",ANTITHROMBOTIC AGENTS,OPIOIDS
B05B,M01A,N02A,207,10,197,0.0483091787439613,0.0053025651849157,0.0294150061862381,True,I.V. SOLUTIONS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",OPIOIDS
A03B,N02A,R06A,211,10,201,0.0473933649289099,0.0064709571987289,0.0345857566091966,True,"BELLADONNA AND DERIVATIVES, PLAIN",OPIOIDS,ANTIHISTAMINES FOR SYSTEMIC USE
